Number of all enter event candidates: 8891
candidates per time window:
tw 0: 1, average value: 5.0
tw 860: 2, average value: 2.5
tw 861: 2, average value: 2.5
tw 862: 1, average value: 6.0
tw 863: 2, average value: 2.0
tw 864: 2, average value: 2.5
tw 865: 2, average value: 5.0
tw 866: 2, average value: 2.5
tw 867: 2, average value: 3.0
tw 868: 2, average value: 3.0
tw 869: 3, average value: 5.0
tw 870: 3, average value: 2.3333333333333335
tw 871: 3, average value: 2.3333333333333335
tw 872: 2, average value: 2.0
tw 873: 1, average value: 2.0
tw 874: 4, average value: 2.75
tw 875: 1, average value: 3.0
tw 876: 1, average value: 3.0
tw 877: 2, average value: 2.0
tw 878: 2, average value: 3.5
tw 879: 4, average value: 3.5
tw 880: 2, average value: 3.5
tw 881: 0, average value: 0
tw 882: 2, average value: 2.0
tw 883: 0, average value: 0
tw 884: 2, average value: 4.0
tw 885: 1, average value: 2.0
tw 886: 5, average value: 2.6
tw 887: 2, average value: 2.0
tw 888: 2, average value: 2.5
tw 889: 1, average value: 6.0
tw 890: 1, average value: 2.0
tw 891: 3, average value: 4.333333333333333
tw 892: 3, average value: 6.0
tw 893: 4, average value: 3.75
tw 894: 4, average value: 3.0
tw 895: 4, average value: 2.75
tw 896: 4, average value: 4.0
tw 897: 4, average value: 3.25
tw 898: 4, average value: 4.5
tw 899: 3, average value: 4.333333333333333
tw 900: 4, average value: 3.5
tw 901: 5, average value: 3.0
tw 902: 4, average value: 2.5
tw 903: 3, average value: 3.0
tw 904: 2, average value: 2.5
tw 905: 3, average value: 3.0
tw 906: 2, average value: 3.0
tw 907: 4, average value: 4.5
tw 908: 3, average value: 4.333333333333333
tw 909: 3, average value: 4.333333333333333
tw 910: 2, average value: 5.0
tw 911: 5, average value: 2.8
tw 912: 5, average value: 4.0
tw 913: 2, average value: 3.5
tw 914: 4, average value: 2.75
tw 915: 4, average value: 4.5
tw 916: 3, average value: 5.333333333333333
tw 917: 3, average value: 4.666666666666667
tw 918: 4, average value: 3.5
tw 919: 4, average value: 5.0
tw 920: 3, average value: 3.3333333333333335
tw 921: 2, average value: 2.5
tw 922: 3, average value: 3.6666666666666665
tw 923: 1, average value: 8.0
tw 924: 2, average value: 3.0
tw 925: 1, average value: 2.0
tw 926: 0, average value: 0
tw 927: 2, average value: 3.0
tw 928: 1, average value: 2.0
tw 929: 1, average value: 2.0
tw 930: 0, average value: 0
tw 931: 0, average value: 0
tw 932: 2, average value: 3.0
tw 933: 3, average value: 3.3333333333333335
tw 934: 2, average value: 3.0
tw 935: 1, average value: 2.0
tw 936: 0, average value: 0
tw 937: 1, average value: 3.0
tw 938: 2, average value: 3.5
tw 939: 2, average value: 2.0
tw 940: 2, average value: 2.0
tw 941: 1, average value: 6.0
tw 942: 0, average value: 0
tw 943: 0, average value: 0

Number of all syn event candidates: 1733
candidates per time window:
tw 0: 0, average value: 0
tw 1: 0, average value: 0
tw 2: 0, average value: 0
tw 3: 0, average value: 0
tw 4: 0, average value: 0
tw 5: 0, average value: 0
tw 6: 0, average value: 0
tw 7: 0, average value: 0
tw 8: 0, average value: 0
tw 9: 0, average value: 0
tw 10: 1, average value: 1
tw 11: 1, average value: 1
tw 12: 1, average value: 1
tw 13: 0, average value: 0
tw 14: 2, average value: 1
tw 15: 2, average value: 1
tw 16: 0, average value: 0
tw 17: 2, average value: 1
tw 18: 0, average value: 0
tw 19: 0, average value: 0
tw 20: 2, average value: 1
tw 21: 0, average value: 0
tw 22: 1, average value: 1
tw 23: 1, average value: 1
tw 24: 2, average value: 1
tw 25: 1, average value: 1
tw 26: 1, average value: 1
tw 27: 3, average value: 1
tw 28: 1, average value: 1
tw 29: 3, average value: 1
tw 30: 1, average value: 1
tw 31: 2, average value: 3
tw 32: 4, average value: 1
tw 33: 2, average value: 1
tw 34: 2, average value: 2
tw 35: 2, average value: 2
tw 36: 3, average value: 1
tw 37: 0, average value: 0
tw 38: 3, average value: 1
tw 39: 2, average value: 4
tw 40: 3, average value: 1
tw 41: 3, average value: 1
tw 42: 2, average value: 1
tw 43: 3, average value: 1
tw 44: 3, average value: 1
tw 45: 3, average value: 2
tw 46: 3, average value: 1
tw 47: 3, average value: 2
tw 48: 2, average value: 2
tw 49: 1, average value: 1
tw 50: 2, average value: 1
tw 51: 3, average value: 1
tw 52: 2, average value: 2
tw 53: 2, average value: 1
tw 54: 1, average value: 2
tw 55: 1, average value: 1
tw 56: 0, average value: 0
tw 57: 2, average value: 1
tw 58: 2, average value: 2
tw 59: 3, average value: 1
tw 60: 0, average value: 0
tw 61: 4, average value: 1
tw 62: 2, average value: 1
tw 63: 4, average value: 1
tw 64: 3, average value: 1
tw 65: 1, average value: 1
tw 66: 3, average value: 1
tw 67: 2, average value: 3
tw 68: 1, average value: 5
tw 69: 1, average value: 1
tw 70: 1, average value: 1
tw 71: 2, average value: 2
tw 72: 2, average value: 1
tw 73: 0, average value: 0
tw 74: 3, average value: 1
tw 75: 1, average value: 2
tw 76: 0, average value: 0
tw 77: 0, average value: 0
tw 78: 1, average value: 2
tw 79: 1, average value: 1
tw 80: 2, average value: 1
tw 81: 1, average value: 1
tw 82: 1, average value: 1
tw 83: 1, average value: 1
tw 84: 0, average value: 0
tw 85: 2, average value: 1
tw 86: 1, average value: 1
tw 87: 0, average value: 0
tw 88: 4, average value: 3
tw 89: 4, average value: 1
tw 90: 3, average value: 1
tw 91: 2, average value: 1
tw 92: 0, average value: 0
tw 93: 2, average value: 2
tw 94: 2, average value: 2
tw 95: 3, average value: 1
tw 96: 2, average value: 3
tw 97: 3, average value: 1
tw 98: 1, average value: 2
tw 99: 0, average value: 0
tw 100: 0, average value: 0
tw 101: 2, average value: 2
tw 102: 2, average value: 1
tw 103: 2, average value: 1
tw 104: 2, average value: 2
tw 105: 2, average value: 1
tw 106: 1, average value: 1
tw 107: 1, average value: 1
tw 108: 3, average value: 2
tw 109: 2, average value: 2
tw 110: 2, average value: 1
tw 111: 2, average value: 1
tw 112: 2, average value: 3
tw 113: 3, average value: 2
tw 114: 4, average value: 2
tw 115: 3, average value: 2
tw 116: 3, average value: 2
tw 117: 2, average value: 3
tw 118: 1, average value: 1
tw 119: 3, average value: 1
tw 120: 3, average value: 1
tw 121: 2, average value: 2
tw 122: 2, average value: 2
tw 123: 1, average value: 1
tw 124: 3, average value: 1
tw 125: 1, average value: 1
tw 126: 3, average value: 1
tw 127: 1, average value: 4
tw 128: 1, average value: 3
tw 129: 1, average value: 4
tw 130: 2, average value: 1
tw 131: 1, average value: 2
tw 132: 1, average value: 1
tw 133: 2, average value: 1
tw 134: 1, average value: 1
tw 135: 3, average value: 1
tw 136: 1, average value: 2
tw 137: 2, average value: 2
tw 138: 3, average value: 2
tw 139: 3, average value: 1
tw 140: 2, average value: 2
tw 141: 1, average value: 2
tw 142: 3, average value: 1
tw 143: 3, average value: 2
tw 144: 2, average value: 2
tw 145: 1, average value: 1
tw 146: 3, average value: 1
tw 147: 2, average value: 1
tw 148: 2, average value: 2
tw 149: 2, average value: 1
tw 150: 2, average value: 2
tw 151: 2, average value: 2
tw 152: 2, average value: 1
tw 153: 3, average value: 2
tw 154: 1, average value: 1
tw 155: 1, average value: 2
tw 156: 1, average value: 1
tw 157: 3, average value: 1
tw 158: 2, average value: 2
tw 159: 4, average value: 4
tw 160: 1, average value: 1
tw 161: 2, average value: 1
tw 162: 1, average value: 2
tw 163: 3, average value: 2
tw 164: 4, average value: 2
tw 165: 2, average value: 1
tw 166: 2, average value: 2
tw 167: 2, average value: 4
tw 168: 4, average value: 2
tw 169: 1, average value: 1
tw 170: 4, average value: 2
tw 171: 2, average value: 3
tw 172: 4, average value: 2
tw 173: 2, average value: 1
tw 174: 3, average value: 1
tw 175: 3, average value: 1
tw 176: 1, average value: 2
tw 177: 2, average value: 1
tw 178: 2, average value: 2
tw 179: 3, average value: 1
tw 180: 1, average value: 3
tw 181: 2, average value: 3
tw 182: 2, average value: 2
tw 183: 2, average value: 2
tw 184: 1, average value: 1
tw 185: 1, average value: 1
tw 186: 1, average value: 2
tw 187: 3, average value: 1
tw 188: 3, average value: 1
tw 189: 2, average value: 2
tw 190: 3, average value: 1
tw 191: 3, average value: 1
tw 192: 1, average value: 1
tw 193: 2, average value: 3
tw 194: 1, average value: 1
tw 195: 1, average value: 3
tw 196: 1, average value: 1
tw 197: 1, average value: 1
tw 198: 2, average value: 2
tw 199: 2, average value: 2
tw 200: 3, average value: 1
tw 201: 3, average value: 1
tw 202: 3, average value: 1
tw 203: 1, average value: 1
tw 204: 0, average value: 0
tw 205: 4, average value: 1
tw 206: 3, average value: 1
tw 207: 1, average value: 1
tw 208: 1, average value: 3
tw 209: 0, average value: 0
tw 210: 2, average value: 1
tw 211: 1, average value: 1
tw 212: 2, average value: 1
tw 213: 2, average value: 3
tw 214: 1, average value: 1
tw 215: 0, average value: 0
tw 216: 1, average value: 1
tw 217: 2, average value: 1
tw 218: 1, average value: 1
tw 219: 1, average value: 1
tw 220: 1, average value: 1
tw 221: 2, average value: 1
tw 222: 2, average value: 1
tw 223: 0, average value: 0
tw 224: 0, average value: 0
tw 225: 1, average value: 2
tw 226: 0, average value: 0
tw 227: 3, average value: 1
tw 228: 0, average value: 0
tw 229: 1, average value: 1
tw 230: 0, average value: 0
tw 231: 4, average value: 1
tw 232: 1, average value: 1
tw 233: 0, average value: 0
tw 234: 1, average value: 2
tw 235: 0, average value: 0
tw 236: 1, average value: 1
tw 237: 3, average value: 2
tw 238: 2, average value: 1
tw 239: 0, average value: 0
tw 240: 0, average value: 0
tw 241: 0, average value: 0
tw 242: 1, average value: 1
tw 243: 1, average value: 1
tw 244: 0, average value: 0
tw 245: 1, average value: 1
tw 246: 1, average value: 1
tw 247: 2, average value: 1
tw 248: 2, average value: 3
tw 249: 2, average value: 1
tw 250: 1, average value: 1
tw 251: 2, average value: 2
tw 252: 1, average value: 1
tw 253: 0, average value: 0
tw 254: 1, average value: 4
tw 255: 3, average value: 1
tw 256: 0, average value: 0
tw 257: 2, average value: 1
tw 258: 1, average value: 3
tw 259: 1, average value: 1
tw 260: 0, average value: 0
tw 261: 1, average value: 1
tw 262: 1, average value: 1
tw 263: 1, average value: 1
tw 264: 0, average value: 0
tw 265: 2, average value: 1
tw 266: 2, average value: 2
tw 267: 0, average value: 0
tw 268: 4, average value: 1
tw 269: 1, average value: 1
tw 270: 2, average value: 2
tw 271: 1, average value: 2
tw 272: 2, average value: 1
tw 273: 3, average value: 1
tw 274: 1, average value: 1
tw 275: 2, average value: 1
tw 276: 2, average value: 1
tw 277: 2, average value: 2
tw 278: 1, average value: 1
tw 279: 1, average value: 2
tw 280: 3, average value: 1
tw 281: 1, average value: 1
tw 282: 1, average value: 1
tw 283: 3, average value: 2
tw 284: 2, average value: 3
tw 285: 2, average value: 1
tw 286: 2, average value: 5
tw 287: 1, average value: 1
tw 288: 2, average value: 2
tw 289: 3, average value: 1
tw 290: 3, average value: 2
tw 291: 2, average value: 1
tw 292: 0, average value: 0
tw 293: 1, average value: 1
tw 294: 2, average value: 2
tw 295: 2, average value: 2
tw 296: 1, average value: 1
tw 297: 2, average value: 1
tw 298: 1, average value: 1
tw 299: 2, average value: 1
tw 300: 2, average value: 2
tw 301: 1, average value: 1
tw 302: 0, average value: 0
tw 303: 1, average value: 1
tw 304: 1, average value: 2
tw 305: 1, average value: 1
tw 306: 1, average value: 1
tw 307: 1, average value: 4
tw 308: 1, average value: 2
tw 309: 0, average value: 0
tw 310: 3, average value: 1
tw 311: 2, average value: 3
tw 312: 0, average value: 0
tw 313: 2, average value: 1
tw 314: 3, average value: 2
tw 315: 2, average value: 1
tw 316: 0, average value: 0
tw 317: 3, average value: 1
tw 318: 2, average value: 2
tw 319: 4, average value: 1
tw 320: 2, average value: 2
tw 321: 3, average value: 1
tw 322: 3, average value: 1
tw 323: 2, average value: 1
tw 324: 3, average value: 2
tw 325: 2, average value: 6
tw 326: 2, average value: 4
tw 327: 1, average value: 2
tw 328: 2, average value: 2
tw 329: 1, average value: 1
tw 330: 1, average value: 2
tw 331: 2, average value: 1
tw 332: 1, average value: 2
tw 333: 2, average value: 2
tw 334: 2, average value: 1
tw 335: 4, average value: 1
tw 336: 1, average value: 1
tw 337: 1, average value: 1
tw 338: 4, average value: 2
tw 339: 2, average value: 3
tw 340: 3, average value: 2
tw 341: 2, average value: 3
tw 342: 3, average value: 1
tw 343: 2, average value: 1
tw 344: 2, average value: 2
tw 345: 4, average value: 2
tw 346: 3, average value: 3
tw 347: 1, average value: 3
tw 348: 4, average value: 2
tw 349: 2, average value: 1
tw 350: 1, average value: 1
tw 351: 1, average value: 1
tw 352: 3, average value: 1
tw 353: 4, average value: 1
tw 354: 1, average value: 2
tw 355: 2, average value: 2
tw 356: 2, average value: 3
tw 357: 2, average value: 3
tw 358: 0, average value: 0
tw 359: 4, average value: 1
tw 360: 3, average value: 2
tw 361: 1, average value: 1
tw 362: 2, average value: 1
tw 363: 2, average value: 2
tw 364: 1, average value: 2
tw 365: 1, average value: 2
tw 366: 4, average value: 1
tw 367: 1, average value: 1
tw 368: 2, average value: 2
tw 369: 3, average value: 1
tw 370: 3, average value: 2
tw 371: 3, average value: 1
tw 372: 1, average value: 1
tw 373: 2, average value: 2
tw 374: 2, average value: 3
tw 375: 2, average value: 4
tw 376: 2, average value: 3
tw 377: 3, average value: 1
tw 378: 2, average value: 2
tw 379: 1, average value: 1
tw 380: 0, average value: 0
tw 381: 2, average value: 2
tw 382: 3, average value: 2
tw 383: 1, average value: 1
tw 384: 2, average value: 2
tw 385: 2, average value: 1
tw 386: 1, average value: 1
tw 387: 2, average value: 1
tw 388: 1, average value: 1
tw 389: 2, average value: 2
tw 390: 3, average value: 1
tw 391: 2, average value: 1
tw 392: 2, average value: 1
tw 393: 0, average value: 0
tw 394: 3, average value: 1
tw 395: 1, average value: 1
tw 396: 0, average value: 0
tw 397: 0, average value: 0
tw 398: 2, average value: 2
tw 399: 1, average value: 1
tw 400: 1, average value: 1
tw 401: 1, average value: 2
tw 402: 2, average value: 1
tw 403: 0, average value: 0
tw 404: 3, average value: 1
tw 405: 3, average value: 1
tw 406: 3, average value: 1
tw 407: 0, average value: 0
tw 408: 1, average value: 1
tw 409: 1, average value: 1
tw 410: 2, average value: 1
tw 411: 2, average value: 1
tw 412: 0, average value: 0
tw 413: 3, average value: 1
tw 414: 3, average value: 1
tw 415: 4, average value: 1
tw 416: 1, average value: 1
tw 417: 4, average value: 2
tw 418: 1, average value: 1
tw 419: 3, average value: 1
tw 420: 0, average value: 0
tw 421: 2, average value: 2
tw 422: 3, average value: 2
tw 423: 3, average value: 1
tw 424: 4, average value: 2
tw 425: 0, average value: 0
tw 426: 3, average value: 1
tw 427: 2, average value: 1
tw 428: 1, average value: 1
tw 429: 3, average value: 2
tw 430: 3, average value: 1
tw 431: 1, average value: 1
tw 432: 2, average value: 2
tw 433: 1, average value: 2
tw 434: 2, average value: 1
tw 435: 1, average value: 5
tw 436: 2, average value: 3
tw 437: 1, average value: 1
tw 438: 2, average value: 1
tw 439: 3, average value: 1
tw 440: 1, average value: 1
tw 441: 0, average value: 0
tw 442: 2, average value: 2
tw 443: 1, average value: 1
tw 444: 2, average value: 2
tw 445: 1, average value: 1
tw 446: 2, average value: 1
tw 447: 1, average value: 1
tw 448: 1, average value: 1
tw 449: 0, average value: 0
tw 450: 3, average value: 1
tw 451: 2, average value: 3
tw 452: 2, average value: 2
tw 453: 4, average value: 1
tw 454: 3, average value: 2
tw 455: 4, average value: 2
tw 456: 2, average value: 1
tw 457: 2, average value: 3
tw 458: 2, average value: 3
tw 459: 2, average value: 4
tw 460: 2, average value: 1
tw 461: 3, average value: 1
tw 462: 1, average value: 1
tw 463: 2, average value: 1
tw 464: 3, average value: 1
tw 465: 1, average value: 2
tw 466: 2, average value: 2
tw 467: 1, average value: 1
tw 468: 2, average value: 2
tw 469: 0, average value: 0
tw 470: 1, average value: 2
tw 471: 2, average value: 1
tw 472: 2, average value: 2
tw 473: 2, average value: 1
tw 474: 3, average value: 2
tw 475: 2, average value: 1
tw 476: 2, average value: 2
tw 477: 0, average value: 0
tw 478: 2, average value: 1
tw 479: 1, average value: 1
tw 480: 0, average value: 0
tw 481: 3, average value: 1
tw 482: 1, average value: 1
tw 483: 4, average value: 1
tw 484: 0, average value: 0
tw 485: 2, average value: 3
tw 486: 2, average value: 3
tw 487: 2, average value: 4
tw 488: 1, average value: 3
tw 489: 3, average value: 2
tw 490: 2, average value: 2
tw 491: 0, average value: 0
tw 492: 3, average value: 2
tw 493: 3, average value: 2
tw 494: 3, average value: 3
tw 495: 2, average value: 2
tw 496: 2, average value: 1
tw 497: 1, average value: 2
tw 498: 0, average value: 0
tw 499: 2, average value: 2
tw 500: 3, average value: 1
tw 501: 2, average value: 2
tw 502: 3, average value: 1
tw 503: 1, average value: 1
tw 504: 2, average value: 1
tw 505: 1, average value: 1
tw 506: 1, average value: 1
tw 507: 3, average value: 1
tw 508: 0, average value: 0
tw 509: 3, average value: 1
tw 510: 1, average value: 1
tw 511: 2, average value: 2
tw 512: 1, average value: 1
tw 513: 3, average value: 1
tw 514: 2, average value: 2
tw 515: 2, average value: 1
tw 516: 2, average value: 2
tw 517: 3, average value: 1
tw 518: 4, average value: 1
tw 519: 0, average value: 0
tw 520: 2, average value: 4
tw 521: 2, average value: 2
tw 522: 3, average value: 2
tw 523: 3, average value: 1
tw 524: 2, average value: 2
tw 525: 2, average value: 1
tw 526: 2, average value: 1
tw 527: 4, average value: 2
tw 528: 2, average value: 2
tw 529: 3, average value: 2
tw 530: 2, average value: 2
tw 531: 4, average value: 2
tw 532: 3, average value: 1
tw 533: 3, average value: 1
tw 534: 4, average value: 3
tw 535: 2, average value: 3
tw 536: 4, average value: 1
tw 537: 4, average value: 2
tw 538: 4, average value: 2
tw 539: 1, average value: 1
tw 540: 1, average value: 1
tw 541: 3, average value: 3
tw 542: 3, average value: 3
tw 543: 1, average value: 1
